,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,CP,Last Week,Date,Year,3WT,CFP
707,RV,<,21,Northwestern,Big Ten,8-5,109,22,L 45-24 N #6 Ohio State (Big Ten CG),Week 14Dec 2[15],2018,-6,22
708,RV,<,NR,Utah State,MWC,10-2,86,23,DNP,Week 14Dec 2[15],2018,-12,NR
709,RV,<,NR,NC State,ACC,9-3,54,RV,DNP,Week 14Dec 2[15],2018,--,NR
710,RV,<,NR,Cincinnati,AAC,10-2,39,RV,DNP,Week 14Dec 2[15],2018,--,NR
711,RV,<,NR,Stanford,Pac-12,8-4,28,RV,W 23-13 A California,Week 14Dec 2[15],2018,--,NR
712,RV,<,NR,Appalachian State,Sun Belt,10-2,19,RV,W 30-19 H Louisiana (Sun Belt CG),Week 14Dec 2[15],2018,--,NR
713,RV,<,NR,Iowa,Big Ten,8-4,4,RV,DNP,Week 14Dec 2[15],2018,--,NR
714,RV,<,NR,UAB,CUSA,10-3,4,RV,W 27-25 A Middle Tennessee (C-USA CG),Week 14Dec 2[15],2018,--,NR
715,RV,<,NR,Oregon,Pac-12,8-4,1,RV,DNP,Week 14Dec 2[15],2018,--,NR
716,RV,<,NR,Troy,Sun Belt,9-3,1,NR,DNP,Week 14Dec 2[15],2018,--,NR
717,NR,<,NR,Buffalo,MAC,10-3,0,RV,L 30-29 N Northern Illinois (MAC CG),Week 14Dec 2[15],2018,--,NR
718,NR,<,NR,Georgia Southern,Sun Belt,9-3,0,RV,DNP,Week 14Dec 2[15],2018,--,NR
719,1,<,2,Clemson (61),ACC,15-0,1525,*1,W 44-16 N #1 Alabama (CFP Final),Week 15 (Final)Jan 8[16],2018,+1,
720,2,<,1,Alabama,SEC,14-1,1462,2,L 44-16 N #2 Clemson (CFP Final),Week 15 (Final)Jan 8[16],2018,-1,
721,3,<,5,Ohio State,Big Ten,13-1,1364,3,W 28-23 N #9 Washington (Rose),Week 15 (Final)Jan 8[16],2018,+3,
722,4,<,4,Oklahoma,Big 12,12-2,1356,4,L 45-34 N #1 Alabama (CFP Semi/Orange),Week 15 (Final)Jan 8[16],2018,+1,
723,5,<,3,Notre Dame,Ind,12-1,1286,5,L 30-3 N #2 Clemson (CFP Semi/Cotton),Week 15 (Final)Jan 8[16],2018,-2,
724,6,<,11,LSU,SEC,10-3,1119,7,W 40-32 N #7 UCF (Fiesta),Week 15 (Final)Jan 8[16],2018,+6,
725,7,<,6,Georgia,SEC,11-3,1103,8,L 28-21 N #14 Texas (Sugar),Week 15 (Final)Jan 8[16],2018,-3,
726,7,<,10,Florida,SEC,10-3,1103,6,W 41-15 N #8 Michigan (Peach),Week 15 (Final)Jan 8[16],2018,+4,
727,9,<,14,Texas,Big 12,10-4,1076,9,W 28-21 N #6 Georgia (Sugar),Week 15 (Final)Jan 8[16],2018,0,
728,10,<,12,Washington State,Pac-12,11-2,959,10,W 28-26 N #25 Iowa State (Alamo),Week 15 (Final)Jan 8[16],2018,+2,
729,11,<,7,UCF,AAC,12-1,898,12,L 40-32 N #11 LSU (Fiesta),Week 15 (Final)Jan 8[16],2018,-4,
730,12,<,16,Kentucky,SEC,10-3,820,11,W 27-24 N #13 Penn State (Citrus),Week 15 (Final)Jan 8[16],2018,+4,
731,13,<,9,Washington,Pac-12,10-4,806,13,L 28-23 N #5 Ohio State (Rose),Week 15 (Final)Jan 8[16],2018,-3,
732,14,<,8,Michigan,Big Ten,10-3,745,14,L 41-15 N #10 Florida (Peach),Week 15 (Final)Jan 8[16],2018,-6,
733,15,<,17,Syracuse,ACC,10-3,683,15,W 34-18 N #15 West Virginia (Camping World),Week 15 (Final)Jan 8[16],2018,+3,
734,16,<,21,Texas A&M,SEC,9-4,552,16,W 52-13 N NC State (Gator),Week 15 (Final)Jan 8[16],2018,+6,
735,17,<,13,Penn State,Big Ten,9-4,492,17,L 27-24 N #16 Kentucky (Citrus),Week 15 (Final)Jan 8[16],2018,-3,
736,18,<,19,Fresno State,MWC,12-2,466,18,W 31-20 N Arizona State (Las Vegas),Week 15 (Final)Jan 8[16],2018,+7,
737,19,<,22,Army,Ind,11-2,418,20,W 70-14 N Houston (Armed Forces),Week 15 (Final)Jan 8[16],2018,+4,
738,20,<,15,West Virginia,Big 12,8-4,296,22,L 34-18 N #17 Syracuse (Camping World),Week 15 (Final)Jan 8[16],2018,-5,
739,21,<,NR,Northwestern,Big Ten,9-5,284,19,W 31-20 N #20 Utah (Holiday),Week 15 (Final)Jan 8[16],2018,+5,
740,22,<,NR,Utah State,MWC,11-2,188,21,W 52-13 N North Texas (New Mexico),Week 15 (Final)Jan 8[16],2018,+4,
741,23,<,23,Boise State,MWC,10-3,184,24,DNP,Week 15 (Final)Jan 8[16],2018,-4,
742,24,<,NR,Cincinnati,AAC,11-2,171,23,W 35-31 N Virginia Tech (Military),Week 15 (Final)Jan 8[16],2018,+2,
743,25,<,NR,Iowa,Big Ten,9-4,120,25,W 27-22 N #18 Mississippi State (Outback),Week 15 (Final)Jan 8[16],2018,+1,
744,RV,<,NR,Appalachian State,Sun Belt,11-2,96,RV,W 45-13 N Middle Tennessee (New Orleans),Week 15 (Final)Jan 8[16],2018,--,
745,RV,<,NR,Stanford,Pac-12,9-4,52,RV,W 14-13 N Pittsburgh (Sun),Week 15 (Final)Jan 8[16],2018,--,
746,RV,<,18,Mississippi State,SEC,8-5,45,RV,L 27-22 N Iowa (Outback),Week 15 (Final)Jan 8[16],2018,-6,
747,RV,<,20,Utah,Pac-12,9-5,43,RV,L 31-20 N Northwestern (Holiday),Week 15 (Final)Jan 8[16],2018,-9,
748,RV,<,NR,UAB,CUSA,11-3,32,RV,W 37-13 N Northern Illinois (Boca Raton),Week 15 (Final)Jan 8[16],2018,--,
749,RV,<,25,Iowa State,Big 12,8-5,26,RV,L 28-26 N #12 Washington State (Alamo),Week 15 (Final)Jan 8[16],2018,-2,
750,RV,<,NR,Auburn,SEC,8-5,15,RV,W 63-14 N Purdue (Music City),Week 15 (Final)Jan 8[16],2018,--,
751,RV,<,NR,Oregon,Pac-12,9-4,11,RV,W 7-6 N Michigan State (Redbox),Week 15 (Final)Jan 8[16],2018,--,
752,RV,<,24,Missouri,SEC,8-5,10,RV,L 38-33 N Oklahoma State (Liberty),Week 15 (Final)Jan 8[16],2018,--,
753,RV,<,NR,Georgia Southern,Sun Belt,10-3,6,RV,W 23-21 N Eastern Michigan (Camellia),Week 15 (Final)Jan 8[16],2018,--,
754,RV,<,NR,Troy,Sun Belt,10-3,6,RV,W 42-32 N Buffalo (Dollar General),Week 15 (Final)Jan 8[16],2018,--,
755,RV,<,NR,Oklahoma State,Big 12,7-6,3,NR,W 38-33 N #24 Missouri (Liberty),Week 15 (Final)Jan 8[16],2018,--,
756,RV,<,NR,NC State,ACC,9-4,2,RV,L 52-13 N #21 Texas A&M (Gator),Week 15 (Final)Jan 8[16],2018,--,
757,RV,<,NR,Wisconsin,Big Ten,8-5,2,RV,W 35-3 N Miami (FL) (Pinstripe),Week 15 (Final)Jan 8[16],2018,--,
758,NR,<,NR,Duke,ACC,8-5,0,RV,W 56-27 N Temple (Independence),Week 15 (Final)Jan 8[16],2018,--,
759,NR,<,NR,Virginia,ACC,8-5,0,RV,W 28-0 N South Carolina (Belk),Week 15 (Final)Jan 8[16],2018,--,
