,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,CP,Last Week,Date,Year,3WT,CFP
696,RV,<,NR,Bowling Green,MAC,10-3,8,RV,W 34-14 N Northern Illinois,Week 14Dec 6,2015,0.0,NR
697,RV,<,NR,South Florida,AAC,8-4,8,NR,DNP,Week 14Dec 6,2015,0.0,NR
698,RV,<,NR,Mississippi State,SEC,8-4,6,RV,DNP,Week 14Dec 6,2015,-3.0,NR
699,RV,<,NR,Toledo,MAC,9-2,4,NR,DNP,Week 14Dec 6,2015,-2.0,NR
700,RV,<,NR,UCLA,Pac-12,8-4,4,RV,DNP,Week 14Dec 6,2015,-4.0,NR
701,RV,<,NR,Arkansas State,Sun Belt,9-3,2,RV,W 55-17 H Texas State,Week 14Dec 6,2015,0.0,NR
702,NR,<,NR,Appalachian State,Sun Belt,10-2,0,RV,W 34-27 A South Alabama,Week 14Dec 6,2015,0.0,NR
703,NR,<,NR,Louisville,ACC,7-5,0,RV,DNP,Week 14Dec 6,2015,0.0,NR
704,NR,<,NR,Pittsburgh,ACC,8-4,0,RV,DNP,Week 14Dec 6,2015,0.0,NR
705,NR,<,NR,Texas A&M,SEC,8-4,0,RV,DNP,Week 14Dec 6,2015,0.0,NR
706,1,<,2,Alabama (61),SEC,14-1,1525,*1,W 45-40 N #1 Clemson (CFP Final),Week 15 (Final)Jan 12[14],2015,,
707,2,<,1,Clemson,ACC,14-1,1464,2,L 45-40 N #2 Alabama (CFP Final),Week 15 (Final)Jan 12[14],2015,,
708,3,<,5,Stanford,Pac-12,12-2,1360,3,W 45-16 N #6 Iowa (Rose),Week 15 (Final)Jan 12[14],2015,,
709,4,<,7,Ohio State,Big Ten,12-1,1342,4,W 44-28 N #8 Notre Dame (Fiesta),Week 15 (Final)Jan 12[14],2015,,
710,5,<,4,Oklahoma,Big 12,11-2,1270,5,L 37-17 N #1 Clemson (CFP Semi/Orange),Week 15 (Final)Jan 12[14],2015,,
711,6,<,3,Michigan State,Big Ten,12-2,1227,6,L 38-0 N #2 Alabama (CFP Semi/Cotton),Week 15 (Final)Jan 12[14],2015,,
712,7,<,11,TCU,Big 12,11-2,1098,7,W 47-41 (3OT) N #15 Oregon (Alamo),Week 15 (Final)Jan 12[14],2015,,
713,8,<,14,Houston,AAC,13-1,1050,8,W 38-24 N #9 Florida State (Peach),Week 15 (Final)Jan 12[14],2015,,
714,9,<,6,Iowa,Big Ten,12-2,981,10,L 45-16 N #5 Stanford (Rose),Week 15 (Final)Jan 12[14],2015,,
715,10,<,16,Mississippi,SEC,10-3,975,9,W 48-20 N #13 Oklahoma State (Sugar),Week 15 (Final)Jan 12[14],2015,,
716,11,<,8,Notre Dame,Ind,10-3,953,12,L 44-28 N #7 Ohio State (Fiesta),Week 15 (Final)Jan 12[14],2015,,
717,12,<,17,Michigan,Big Ten,10-3,911,11,W 41-7 N #19 Florida (Citrus),Week 15 (Final)Jan 12[14],2015,,
718,13,<,18,Baylor,Big 12,10-3,820,13,W 49-38 N #10 North Carolina (Russell Athletic),Week 15 (Final)Jan 12[14],2015,,
719,14,<,9,Florida State,ACC,10-3,630,14,L 38-24 N #14 Houston (Peach),Week 15 (Final)Jan 12[14],2015,,
720,15,<,10,North Carolina,ACC,11-3,563,15,L 49-38 N #18 Baylor (Russell Athletic),Week 15 (Final)Jan 12[14],2015,,
721,16,<,22,LSU,SEC,9-3,546,17,W 56-27 N Texas Tech (Texas),Week 15 (Final)Jan 12[14],2015,,
722,17,<,20,Utah,Pac-12,10-3,499,16,W 35-28 N BYU (Las Vegas),Week 15 (Final)Jan 12[14],2015,,
723,18,<,21,Navy,AAC,11-2,465,18,W 44-28 N Pittsburgh (Military),Week 15 (Final)Jan 12[14],2015,,
724,19,<,15,Oregon,Pac-12,9-4,391,20,L 47-41 (3OT) N #11 TCU (Alamo),Week 15 (Final)Jan 12[14],2015,,
725,20,<,13,Oklahoma State,Big 12,10-3,372,19,L 48-20 N #16 Mississippi (Sugar),Week 15 (Final)Jan 12[14],2015,,
726,21,<,23,Wisconsin,Big Ten,10-3,332,21,W 23-21 N USC (Holiday),Week 15 (Final)Jan 12[14],2015,,
727,22,<,NR,Tennessee,SEC,9-4,260,23,W 45-6 N #12 Northwestern (Outback),Week 15 (Final)Jan 12[14],2015,,
728,23,<,12,Northwestern,Big Ten,10-3,203,22,L 45-6 N Tennessee (Outback),Week 15 (Final)Jan 12[14],2015,,
729,24,<,25,Western Kentucky,CUSA,12-2,128,RV,W 45-35 N South Florida (Miami Beach),Week 15 (Final)Jan 12[14],2015,,
730,25,<,19,Florida,SEC,10-4,126,25,L 41-7 N #17 Michigan (Citrus),Week 15 (Final)Jan 12[14],2015,,
731,RV,<,NR,Georgia,SEC,10-3,109,24,W 24-17 N Penn State (Taxslayer),Week 15 (Final)Jan 12[14],2015,,
732,RV,<,NR,Washington State,Pac-12,9-4,51,RV,W 20-14 N Miami (FL) (Sun),Week 15 (Final)Jan 12[14],2015,,
733,RV,<,NR,Mississippi State,SEC,9-4,47,RV,W 51-28 N NC State (Belk),Week 15 (Final)Jan 12[14],2015,,
734,RV,<,NR,San Diego State,MWC,11-3,44,RV,W 42-7 N Cincinnati (Hawaii),Week 15 (Final)Jan 12[14],2015,,
735,RV,<,NR,Arkansas,SEC,8-5,28,RV,W 45-23 N Kansas State (Liberty),Week 15 (Final)Jan 12[14],2015,,
736,RV,<,NR,Toledo,MAC,10-2,28,RV,W 32-17 N #24 Temple (Boca Raton),Week 15 (Final)Jan 12[14],2015,,
737,RV,<,NR,USC,Pac-12,8-6,10,RV,L 23-21 N #23 Wisconsin (Holiday),Week 15 (Final)Jan 12[14],2015,,
738,RV,<,NR,Appalachian State,Sun Belt,11-2,7,RV,W 31-29 N Ohio (Camellia),Week 15 (Final)Jan 12[14],2015,,
739,RV,<,NR,Boise State,MWC,9-4,4,RV,W 55-7 N Northern Illinois (Poinsettia),Week 15 (Final)Jan 12[14],2015,,
740,RV,<,NR,Duke,ACC,8-5,3,RV,W 44-41 (1OT) N Indiana (Pinstripe),Week 15 (Final)Jan 12[14],2015,,
741,RV,<,24,Temple,AAC,10-4,2,RV,L 32-17 N Toledo (Boca Raton),Week 15 (Final)Jan 12[14],2015,,
742,RV,<,NR,BYU,Ind,9-4,1,NR,L 35-28 N #20 Utah (Las Vegas),Week 15 (Final)Jan 12[14],2015,,
743,NR,<,NR,Georgia Southern,Sun Belt,9-4,0,RV,W 58-27 N Bowling Green (GoDaddy),Week 15 (Final)Jan 12[14],2015,,
744,NR,<,NR,Louisville,ACC,8-5,0,RV,W 27-21 N Texas A&M (Music City),Week 15 (Final)Jan 12[14],2015,,
745,NR,<,NR,Marshall,CUSA,10-3,0,RV,W 16-10 N Connecticut (St. Petersburg),Week 15 (Final)Jan 12[14],2015,,
746,NR,<,NR,Memphis,AAC,9-4,0,RV,L 31-10 N Auburn (Birmingham),Week 15 (Final)Jan 12[14],2015,,
747,NR,<,NR,West Virginia,Big 12,8-5,0,RV,W 43-42 N Arizona State (Cactus),Week 15 (Final)Jan 12[14],2015,,
