,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,CP,Last Week,Date,Year,3WT,CFP
691,11,<,13,Oklahoma State,Big 12,10-3,920,11,W 38-8 N #11 Colorado (Alamo),Week 15 (Final)Jan 10,2016,,
692,12,<,16,Stanford,Pac-12,10-3,730,12,W 25-23 N North Carolina (Sun),Week 15 (Final)Jan 10,2016,,
693,13,<,19,LSU,SEC,8-4,651,14,W 29-9 N #15 Louisville (Citrus),Week 15 (Final)Jan 10,2016,,
694,14,<,20,Florida,SEC,9-4,640,13,W 30-3 N #21 Iowa (Outback),Week 15 (Final)Jan 10,2016,,
695,15,<,12,Western Michigan,MAC,13-1,619,18,L 24-16 N #8 Wisconsin (Cotton),Week 15 (Final)Jan 10,2016,,
696,16,<,18,Virginia Tech,ACC,10-4,610,16,W 35-24 N Arkansas (Belk),Week 15 (Final)Jan 10,2016,,
697,17,<,11,Colorado,Pac-12,10-4,585,15,L 38-8 N #13 Oklahoma State (Alamo),Week 15 (Final)Jan 10,2016,,
698,18,<,14,West Virginia,Big 12,10-3,368,17,L 31-14 N Miami (FL) (Russell Athletic),Week 15 (Final)Jan 10,2016,,
699,19,<,25,South Florida,AAC,11-2,358,19,W 46-39 (1OT) N South Carolina (Birmingham),Week 15 (Final)Jan 10,2016,,
700,20,<,NR,Miami (FL),ACC,9-4,338,23,W 31-14 N #14 West Virginia (Russell Athletic),Week 15 (Final)Jan 10,2016,,
701,21,<,15,Louisville,ACC,9-4,277,20,L 29-9 N #19 LSU (Citrus),Week 15 (Final)Jan 10,2016,,
702,22,<,NR,Tennessee,SEC,9-4,253,24,W 38-24 N #24 Nebraska (Music City),Week 15 (Final)Jan 10,2016,,
703,23,<,NR,Utah,Pac-12,9-4,222,21,W 26-24 N Indiana (Foster Farms),Week 15 (Final)Jan 10,2016,,
704,24,<,17,Auburn,SEC,8-5,206,22,L 35-19 N #7 Oklahoma (Sugar),Week 15 (Final)Jan 10,2016,,
705,25,<,NR,San Diego State,MWC,11-3,113,25,W 34-10 N Houston (Las Vegas),Week 15 (Final)Jan 10,2016,,
706,RV,<,NR,Kansas State,Big 12,9-4,83,RV,W 33-28 N Texas A&M (Texas),Week 15 (Final)Jan 10,2016,,
707,RV,<,NR,Georgia Tech,ACC,9-4,47,RV,W 33-18 N Kentucky (TaxSlayer),Week 15 (Final)Jan 10,2016,,
708,RV,<,24,Nebraska,Big Ten,9-4,38,RV,L 38-24 N Tennessee (Music City),Week 15 (Final)Jan 10,2016,,
709,RV,<,NR,Western Kentucky,CUSA,11-3,32,RV,W 51-31 N Memphis (Boca Raton),Week 15 (Final)Jan 10,2016,,
710,RV,<,NR,Air Force,MWC,10-3,30,RV,W 45-21 N South Alabama (Arizona),Week 15 (Final)Jan 10,2016,,
711,RV,<,22,Pittsburgh,ACC,8-5,21,NR,L 31-24 N Northwestern (Pinstripe),Week 15 (Final)Jan 10,2016,,
712,RV,<,NR,Boise State,MWC,10-3,19,RV,L 31-12 N Baylor (Cactus),Week 15 (Final)Jan 10,2016,,
713,RV,<,21,Iowa,Big Ten,8-5,14,RV,L 30-3 N #20 Florida (Outback),Week 15 (Final)Jan 10,2016,,
714,RV,<,NR,Minnesota,Big Ten,9-4,12,RV,W 17-12 N Washington State (Holiday),Week 15 (Final)Jan 10,2016,,
715,RV,<,NR,Tulsa,AAC,10-3,10,RV,W 55-10 N Central Michigan (Miami Beach),Week 15 (Final)Jan 10,2016,,
716,RV,<,NR,BYU,Ind,9-4,9,RV,W 24-21 N Wyoming (Poinsettia),Week 15 (Final)Jan 10,2016,,
717,RV,<,23,Temple,AAC,10-4,8,RV,L 34-26 N Wake Forest (Military),Week 15 (Final)Jan 10,2016,,
718,RV,<,NR,Houston,AAC,9-4,8,NR,L 34-10 N San Diego State (Las Vegas),Week 15 (Final)Jan 10,2016,,
719,RV,<,NR,North Carolina,ACC,8-5,8,NR,L 25-23 N #16 Stanford (Sun),Week 15 (Final)Jan 10,2016,,
720,RV,<,NR,Navy,AAC,9-5,1,RV,L 48-45 N Louisiana Tech (Armed Forces),Week 15 (Final)Jan 10,2016,,
721,RV,<,NR,Washington State,Pac-12,8-5,1,RV,L 17-12 N Minnesota (Holiday),Week 15 (Final)Jan 10,2016,,
722,NR,<,NR,Arkansas,SEC,7-6,0,RV,L 35-24 N #18 Virginia Tech (Belk),Week 15 (Final)Jan 10,2016,,
723,NR,<,NR,Georgia,SEC,8-5,0,RV,W 31-23 N TCU (Liberty),Week 15 (Final)Jan 10,2016,,
724,NR,<,NR,Troy,Sun Belt,10-3,0,RV,W 28-23 N Ohio (Dollar General),Week 15 (Final)Jan 10,2016,,
725,NR,<,NR,Wake Forest,ACC,7-6,0,RV,W 34-26 N #23 Temple (Military),Week 15 (Final)Jan 10,2016,,
