date,season,team1,team1ID,team2,team2ID,score1,score2,result,spread,spreadOpen,overUnder,overUnderOpen,homeMoneyLine,awayMoneyLine
2022-10-29,2022,dartmouth,159,harvard,108,13,28,0,NaN,NaN,NaN,NaN,NaN,NaN,2.5,53.5
2022-10-29,2022,manchester,2362,franklin,2233,6,24,0,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,anderson (in),2023,hanover,2262,3,62,0,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,mount st. joseph,2419,bluffton,2074,70,21,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,tusculum,2839,erskine,101784,49,14,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,wofford,2747,east tennessee state,2193,48,41,1,NaN,NaN,NaN,NaN,NaN,NaN,7.5,51.0
2022-10-29,2022,wilmington (oh),2733,heidelberg,191,7,57,0,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,marietta,317,ohio northern,427,27,10,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,muskingum,332,john carroll,2302,14,49,0,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,capital,424,baldwin-wallace,188,7,48,0,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,gardner-webb,2241,bryant,2803,48,40,1,NaN,NaN,NaN,NaN,NaN,NaN,-17.0,50.5
2022-10-29,2022,vmi,2678,mercer,2382,14,55,0,NaN,NaN,NaN,NaN,NaN,NaN,27.5,55.5
2022-10-29,2022,wooster,2748,wittenberg,2746,44,43,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,wisconsin lutheran,2741,concordia (il),2151,30,7,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,sul ross state,2834,mcmurry,241,33,27,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,hardin-simmons,2810,howard payne,2758,28,19,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,black hills state,2069,fort lewis,2237,75,0,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,southwest minnesota state,2587,bemidji state,132,15,34,0,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,buena vista,63,wartburg,2685,0,65,0,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,benedict college,490,clark atlanta,2805,49,20,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,missouri western,137,missouri southern state,2403,31,27,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,central missouri state,2118,lincoln (mo),2876,61,14,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,quincy,2825,truman state,2654,32,59,0,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,mckendree,2816,southwest baptist,2586,31,49,0,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,rockford,2524,st. norbert,2832,14,52,0,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,otterbein,359,mount union,426,0,59,0,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,jackson state,2296,southern,2582,35,0,1,NaN,NaN,NaN,NaN,NaN,NaN,-17.75,56.5
2022-10-29,2022,ferrum,366,bridgewater (va),2079,28,52,0,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,huntingdon,2938,greensboro,2256,42,0,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,washington & lee,2688,randolph-macon,2516,21,35,0,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,st. john fisher,374,hartwick,173,44,26,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,lindenwood,2815,william jewell college,2911,64,23,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,austin college,2045,southwestern university,2588,29,40,0,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,carroll (wi),32,carthage,2106,59,14,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,bethel (mn),2802,st. olaf college,133,38,17,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,albany state (ga),2013,morehouse,60,31,7,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,coe,2141,central,2964,37,31,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,norfolk state,2450,howard,47,21,49,0,NaN,NaN,NaN,NaN,NaN,NaN,7.0,52.0
2022-10-29,2022,chicago,80,grinnell,65,58,0,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,berry college,2757,millsaps,2398,56,0,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,gustavus adolphus,2968,carleton,2101,28,9,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,lake forest,262,monmouth (il),2919,31,14,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,uw-oshkosh,271,wisconsin-la crosse,2740,35,38,0,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,maryville tn,2373,brevard college,2913,21,24,0,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,rice,242,charlotte,2429,23,56,0,NaN,NaN,NaN,NaN,NaN,NaN,-15.125,-16.5,61.25,63.0,-900.0,575.0
2022-10-29,2022,birmingham-southern,3,hendrix college,418,30,7,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,furman,231,chattanooga,236,24,20,1,NaN,NaN,NaN,NaN,NaN,NaN,7.0,44.5
2022-10-29,2022,youngstown state,2754,south dakota,233,45,24,1,NaN,NaN,NaN,NaN,NaN,NaN,-3.5,47.5
2022-10-29,2022,delaware state,2169,north carolina central,2428,21,28,0,NaN,NaN,NaN,NaN,NaN,NaN,13.0,48.0
2022-10-29,2022,southeast missouri state,2546,eastern kentucky,2198,23,28,0,NaN,NaN,NaN,NaN,NaN,NaN,-6.0,71.5
2022-10-29,2022,st. scholastica,375,st. johns (mn),2600,6,56,0,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,hamline,162,macalester,2359,20,33,0,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,wheaton college (ill),396,millikin,74,69,3,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,north central,3071,north park,75,59,0,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,elmhurst,72,washington (mo),143,6,49,0,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,ripon,2891,beloit college,266,55,14,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,western new mexico,2703,west texas a&m,2704,41,37,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,suny maritime,2951,dean college,110438,30,19,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,lawrence,268,knox college,255,0,35,0,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,uw-stout,2744,wisconsin-platteville,272,24,22,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,texas lutheran,2639,east texas baptist,2194,35,38,0,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,simpson college,2564,nebraska wesleyan university,6845,74,41,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,luther,67,loras college,263,21,40,0,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,benedictine (il),2283,aurora,2044,13,20,0,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,unc pembroke,2882,west liberty,2699,24,3,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,augustana (il),2042,illinois wesleyan,306,24,21,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,lakeland university,6353,eureka college,101,26,17,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,sioux falls,2894,minnesota state,2364,24,38,0,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,northern state,425,minnesota st-moorhead,2817,35,7,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,south dakota mines,613,adams state,2001,23,20,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,uw-whitewater,2745,uw-river falls,2723,30,27,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,wisconsin-eau claire,2738,wisconsin-stevens point,2743,48,26,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,barton college,122666,catawba,2107,38,21,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,chadron state,2123,new mexico highlands,2424,17,3,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,winona state,2851,augustana (sd),2043,24,7,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,augsburg,124,concordia (mn),2152,38,35,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,western connecticut state,2843,worcester state college,402,38,35,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,wv wesleyan,455,charleston (wv),2128,0,44,0,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,the citadel,2643,samford,2535,3,38,0,NaN,NaN,NaN,NaN,NaN,NaN,15.5,46.0
2022-10-29,2022,minnesota,135,rutgers,164,31,0,1,NaN,NaN,NaN,NaN,NaN,NaN,-14.125,-14.0,40.5,41.0,-600.0,425.0
2022-10-29,2022,nebraska-kearney,2438,northwest missouri state,138,24,28,0,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,prairie view,2504,bethune-cookman,2065,58,48,1,NaN,NaN,NaN,NaN,NaN,NaN,-16.5,56.0
2022-10-29,2022,murray state,93,tennessee state,2634,19,3,1,NaN,NaN,NaN,NaN,NaN,NaN,14.0,50.0
2022-10-29,2022,southern illinois,79,northern iowa,2460,36,37,0,NaN,NaN,NaN,NaN,NaN,NaN,-5.5,53.5
2022-10-29,2022,eastern illinois,2197,tennessee tech,2635,17,20,0,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,georgia state,2247,old dominion,295,31,17,1,NaN,NaN,NaN,NaN,NaN,NaN,-3.625,-4.0,53.75,56.5,-180.0,155.0
2022-10-29,2022,southern nazarene,200,henderson state,2271,41,42,0,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,arkansas-monticello,2028,southeastern oklahoma,199,20,48,0,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,arkansas tech,2033,southwestern oklahoma,2927,22,21,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,grambling,2755,alcorn state,2016,35,6,1,NaN,NaN,NaN,NaN,NaN,NaN,8.0,51.5
2022-10-29,2022,stephen f. austin,2617,utah tech,3101,44,47,0,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,central oklahoma,2122,pittsburg state,90,7,38,0,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,western state,2714,colorado mines,2146,20,30,0,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,emporia state,2214,fort hays state,2231,42,14,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,colorado mesa,11,colorado state-pueblo,2570,28,33,0,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,texas southern,2640,lincoln university (ca),124179,37,2,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,houston christian,2277,ut martin,2630,28,52,0,NaN,NaN,NaN,NaN,NaN,NaN,24.0,58.0
2022-10-29,2022,texas a&m-commerce,2837,incarnate word,2916,7,35,0,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,north greenville,2822,valdosta state,2673,37,58,0,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,rhodes,2519,sewanee univ. of the south,2553,33,6,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,lane,2323,central state,2119,42,31,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,northeastern state,196,washburn,2687,17,21,0,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,missouri state,2623,western illinois,2710,64,14,1,NaN,NaN,NaN,NaN,NaN,NaN,-17.5,56.5
2022-10-29,2022,weber state,2692,montana,149,24,21,1,NaN,NaN,NaN,NaN,NaN,NaN,-3.5,48.5
2022-10-29,2022,south dakota state,2571,indiana state,282,49,7,1,NaN,NaN,NaN,NaN,NaN,NaN,-26.5,49.0
2022-10-29,2022,oklahoma baptist,319,southern arkansas,2568,20,52,0,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,georgia,61,florida,57,42,20,1,NaN,NaN,NaN,NaN,NaN,NaN,-23.0,-22.0,56.5,57.0,-2500.0,1050.0
2022-10-29,2022,california,25,oregon,2483,24,42,0,NaN,NaN,NaN,NaN,NaN,NaN,16.75,15.0,56.5,57.0,525.0,-800.0
2022-10-29,2022,appalachian state,2026,robert morris,2523,42,3,1,NaN,NaN,NaN,NaN,NaN,NaN,-50.0,59.5
2022-10-29,2022,ucf,2116,cincinnati,2132,25,21,1,NaN,NaN,NaN,NaN,NaN,NaN,-1.5,0.0,55.625,55.5,-110.0,-110.0
2022-10-29,2022,navy,2426,temple,218,27,20,1,NaN,NaN,NaN,NaN,NaN,NaN,-14.5,-13.5,41.375,39.5,-600.0,425.0
2022-10-29,2022,tulsa,202,smu,2567,34,45,0,NaN,NaN,NaN,NaN,NaN,NaN,1.125,3.0,63.5,66.5,135.0,-160.0
2022-10-29,2022,umass,113,new mexico state,166,13,23,0,NaN,NaN,NaN,NaN,NaN,NaN,1.0,3.0,39.0,37.0,125.0,-145.0
2022-10-29,2022,north dakota state,2449,illinois state,2287,24,7,1,NaN,NaN,NaN,NaN,NaN,NaN,-18.0,41.0
2022-10-29,2022,nebraska,158,illinois,356,9,26,0,NaN,NaN,NaN,NaN,NaN,NaN,7.5,6.0,50.625,51.5,230.0,-280.0
2022-10-29,2022,kansas state,2306,oklahoma state,197,48,0,1,NaN,NaN,NaN,NaN,NaN,NaN,-2.375,1.0,57.5,58.0,-130.0,110.0
2022-10-29,2022,iowa,2294,northwestern,77,33,13,1,NaN,NaN,NaN,NaN,NaN,NaN,-11.5,-11.0,37.375,35.5,-430.0,320.0
2022-10-29,2022,louisville,97,wake forest,154,48,21,1,NaN,NaN,NaN,NaN,NaN,NaN,3.0,5.0,66.25,62.5,180.0,-220.0
2022-10-29,2022,alabama state,2011,alabama a&m,2010,24,17,1,NaN,NaN,NaN,NaN,NaN,NaN,2.5,47.75
2022-10-29,2022,western kentucky,98,north texas,249,13,40,0,NaN,NaN,NaN,NaN,NaN,NaN,-10.0,-9.5,70.0,71.5,-360.0,280.0
2022-10-29,2022,elon,2210,delaware,48,27,7,1,NaN,NaN,NaN,NaN,NaN,NaN,3.0,46.0
2022-10-29,2022,crown college,509,greenville,2257,6,48,0,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,lamar,2320,nicholls,2447,24,17,1,NaN,NaN,NaN,NaN,NaN,NaN,7.5,59.0
2022-10-29,2022,whitworth,2721,puget sound,2508,59,0,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,lewis & clark,2333,pacific (or),205,41,56,0,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,eastern washington,331,portland state,2502,35,38,0,NaN,NaN,NaN,NaN,NaN,NaN,-10.5,66.0
2022-10-29,2022,pacific lutheran,2486,willamette,2930,53,0,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,eastern new mexico,2201,university of texas of the permian basin,110243,21,24,0,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,fayetteville state,2220,shaw,2551,28,20,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,south carolina,2579,missouri,142,10,23,0,NaN,NaN,NaN,NaN,NaN,NaN,-3.5,-6.0,45.25,47.5,-200.0,170.0
2022-10-29,2022,newberry,2444,limestone,2336,37,42,0,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,harding,2264,northwestern oklahoma state,2823,28,7,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,tiffin,2838,northwood (mi),2886,48,3,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,florida a&m,50,arkansas-pine bluff,2029,27,6,1,NaN,NaN,NaN,NaN,NaN,NaN,-18.5,54.5
2022-10-29,2022,whittier,2850,claremont,17,0,43,0,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,redlands,29,pomona-pitzer,2923,27,24,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,arkansas state,2032,south alabama,6,3,31,0,NaN,NaN,NaN,NaN,NaN,NaN,9.0,10.0,52.125,55.5,305.0,-410.0
2022-10-29,2022,austin peay,2046,jacksonville state,55,16,40,0,NaN,NaN,NaN,NaN,NaN,NaN,-4.5,58.75
2022-10-29,2022,north dakota,155,abilene christian,2000,34,31,1,NaN,NaN,NaN,NaN,NaN,NaN,-11.5,51.0
2022-10-29,2022,george fox university,415,linfield,203,10,37,0,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,central arkansas,2110,north alabama,2453,64,29,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,west florida,110242,west alabama,2695,36,24,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,west georgia,2698,shorter,2560,49,14,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,indianapolis,2292,missouri s&t,2402,42,16,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,savannah state,2542,fort valley state,2232,28,24,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,northwestern (mn),583,minnesota-morris,2399,31,24,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,arizona,12,usc,30,37,45,0,NaN,NaN,NaN,NaN,NaN,NaN,14.125,15.5,73.875,77.5,500.0,-750.0
2022-10-29,2022,ohio wesleyan,2980,oberlin,391,77,0,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,geneva college,2242,bethany (wv),2062,34,6,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,mississippi college,2401,delta state,2170,38,52,0,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-29,2022,uc davis,302,cal poly,13,59,17,1,NaN,NaN,NaN,NaN,NaN,NaN,-24.5,60.5
2022-10-29,2022,florida atlantic,2226,uab,5,24,17,1,NaN,NaN,NaN,NaN,NaN,NaN,4.75,5.0,45.25,48.0,200.0,-240.0
2022-10-29,2022,marshall,276,coastal carolina,324,13,24,0,NaN,NaN,NaN,NaN,NaN,NaN,-2.5,-2.0,54.0,55.0,-140.0,120.0
2022-10-29,2022,boise state,68,colorado state,36,49,10,1,NaN,NaN,NaN,NaN,NaN,NaN,-25.0,-28.0,42.5,44.0,-8000.0,1450.0
2022-10-29,2022,tennessee,2633,kentucky,96,44,6,1,NaN,NaN,NaN,NaN,NaN,NaN,-10.75,-13.0,62.625,63.0,-525.0,375.0
2022-10-29,2022,michigan,130,michigan state,127,29,7,1,NaN,NaN,NaN,NaN,NaN,NaN,-22.375,-22.5,55.0,54.5,-2500.0,1050.0
2022-10-29,2022,texas tech,2641,baylor,239,17,45,0,NaN,NaN,NaN,NaN,NaN,NaN,-1.5,-2.0,61.0,61.5,-145.0,125.0
2022-10-29,2022,colorado,38,arizona state,9,34,42,0,NaN,NaN,NaN,NaN,NaN,NaN,13.0,13.0,48.625,46.5,375.0,-525.0
2022-10-29,2022,texas a&m,245,ole miss,145,28,31,0,NaN,NaN,NaN,NaN,NaN,NaN,3.0,3.0,55.25,53.5,130.0
2022-10-30,2022,north carolina,153,pittsburgh,221,42,24,1,NaN,NaN,NaN,NaN,NaN,NaN,-2.625,-4.0,65.5,64.0,-180.0,155.0
2022-10-30,2022,midwestern state,2395,western oregon,2848,26,21,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-30,2022,mcneese,2377,southeastern louisiana,2545,27,28,0,NaN,NaN,NaN,NaN,NaN,NaN,18.0,60.75
2022-10-30,2022,tarleton state,2627,sam houston state,2534,21,40,0,NaN,NaN,NaN,NaN,NaN,NaN,7.5,46.25
2022-10-30,2022,utep,2638,middle tennessee,2393,13,24,0,NaN,NaN,NaN,NaN,NaN,NaN,-2.5,-1.5,52.0,53.5,-115.0,-105.0
2022-10-30,2022,sacramento state,16,idaho,70,31,28,1,NaN,NaN,NaN,NaN,NaN,NaN,-13.75,62.5
2022-10-30,2022,simon fraser,2829,angelo state,2025,0,24,0,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-30,2022,central washington,2120,texas a&m-kingsville,2658,23,19,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-30,2022,cal lutheran,2094,la verne,2318,22,29,0,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-30,2022,ucla,26,stanford,24,38,13,1,NaN,NaN,NaN,NaN,NaN,NaN,-16.5,-16.0,64.5,63.5,-800.0,525.0
2022-10-30,2022,san josé state,23,nevada,2440,35,28,1,NaN,NaN,NaN,NaN,NaN,NaN,-24.375,-25.0,44.5,44.0,-4000.0,1200.0
2022-10-30,2022,fresno state,278,san diego state,21,32,28,1,NaN,NaN,NaN,NaN,NaN,NaN,-10.625,-8.0,44.25,39.5,-390.0,295.0
2022-10-30,2022,hawai'i,62,wyoming,2751,20,27,0,NaN,NaN,NaN,NaN,NaN,NaN,11.625,11.0,50.75,50.5,325.0,-435.0
2022-11-01,2022,kent state,2309,ball state,2050,20,27,0,NaN,NaN,NaN,NaN,NaN,NaN,-7.0,-4.0,61.75,61.5,-270.0,220.0
2022-11-01,2022,ohio,195,buffalo,2084,45,24,1,NaN,NaN,NaN,NaN,NaN,NaN,2.5,3.0,61.0,58.5,130.0,-150.0
2022-11-02,2022,northern illinois,2459,central michigan,2117,22,35,0,NaN,NaN,NaN,NaN,NaN,NaN,-4.875,-4.0,54.625,55.5,-210.0,175.0
2022-11-02,2022,bowling green,189,western michigan,2711,13,9,1,NaN,NaN,NaN,NaN,NaN,NaN,-5.0,-3.5,47.875,47.0,-175.0,150.0
2022-11-03,2022,rice,242,utep,2638,37,30,1,NaN,NaN,NaN,NaN,NaN,NaN,-3.5,-3.5,47.0,48.0,-175.0,150.0
2022-11-03,2022,coastal carolina,324,appalachian state,2026,35,28,1,NaN,NaN,NaN,NaN,NaN,NaN,3.0,2.0,65.0,61.0,135.0,-160.0
2022-11-03,2022,mississippi valley state,2400,alabama a&m,2010,30,20,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-11-04,2022,boston college,103,duke,150,31,38,0,NaN,NaN,NaN,NaN,NaN,NaN,12.0,9.5,47.25,48.5,335.0,-450.0
2022-11-04,2022,connecticut,41,umass,113,27,10,1,NaN,NaN,NaN,NaN,NaN,NaN,-15.125,-15.5,39.625,41.0,-750.0,500.0
2022-11-04,2022,prairie view,2504,alcorn state,2016,16,23,0,NaN,NaN,NaN,NaN,NaN,NaN,-9.25,51.0
2022-11-05,2022,washington,264,oregon state,204,24,21,1,NaN,NaN,NaN,NaN,NaN,NaN,-4.5,-4.5,53.625,60.5,-200.0,170.0
2022-11-05,2022,army,349,air force,2005,7,13,0,NaN,NaN,NaN,NaN,NaN,NaN,7.0,6.0,40.5,40.5,205.0,-245.0
2022-11-05,2022,yale,43,brown,225,69,17,1,NaN,NaN,NaN,NaN,NaN,NaN,-12.75,57.0
2022-11-05,2022,nebraska,158,minnesota,135,13,20,0,NaN,NaN,NaN,NaN,NaN,NaN,14.5,12.5,44.625,47.0,475.0,-700.0
2022-11-05,2022,northwestern,77,ohio state,194,7,21,0,NaN,NaN,NaN,NaN,NaN,NaN,37.625,38.5,55.125,62.5
2022-11-05,2022,wisconsin,275,maryland,120,23,10,1,NaN,NaN,NaN,NaN,NaN,NaN,-5.125,-5.5,47.5,53.0,-210.0,175.0
2022-11-05,2022,tcu,2628,texas tech,2641,34,24,1,NaN,NaN,NaN,NaN,NaN,NaN,-8.625,-10.0,68.75,71.0,-400.0,300.0
2022-11-05,2022,lycoming,2354,widener,2725,28,16,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-11-05,2022,virginia,258,north carolina,153,28,31,0,NaN,NaN,NaN,NaN,NaN,NaN,7.25,9.5,61.5,59.5,285.0,-370.0
2022-11-05,2022,bluefield,124180,lincoln university (ca),124179,17,20,0,NaN,NaN,NaN,NaN,NaN,NaN
2022-11-05,2022,husson,2280,nichols,2884,27,14,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-11-05,2022,mass maritime,110,plymouth state,2972,7,21,0,NaN,NaN,NaN,NaN,NaN,NaN
2022-11-05,2022,shorter,2560,north greenville,2822,31,14,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-11-05,2022,notre dame college,587,unc pembroke,2882,27,0,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-11-05,2022,california (pa),2858,gannon,367,13,25,0,NaN,NaN,NaN,NaN,NaN,NaN
2022-11-05,2022,kutztown,2315,west chester,223,9,28,0,NaN,NaN,NaN,NaN,NaN,NaN
2022-11-05,2022,fairmont state,2986,glenville state,2249,36,38,0,NaN,NaN,NaN,NaN,NaN,NaN
2022-11-05,2022,bentley,2060,american international,2022,10,18,0,NaN,NaN,NaN,NaN,NaN,NaN
2022-11-05,2022,union,237,ithaca,175,28,31,0,NaN,NaN,NaN,NaN,NaN,NaN
2022-11-05,2022,dean college,110438,anna maria college,15,22,36,0,NaN,NaN,NaN,NaN,NaN,NaN
2022-11-05,2022,rochester,184,hartwick,173,19,13,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-11-05,2022,rensselaer,2528,st lawrence,2779,10,6,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-11-05,2022,nc wesleyan,286,huntingdon,2938,17,35,0,NaN,NaN,NaN,NaN,NaN,NaN
2022-11-05,2022,alfred state college,3162,gallaudet,417,22,36,0,NaN,NaN,NaN,NaN,NaN,NaN
2022-11-05,2022,tulsa,202,tulane,2655,13,27,0,NaN,NaN,NaN,NaN,NaN,NaN,6.625,8.5,55.875,58.5,250.0,-300.0
2022-11-05,2022,delaware valley,2808,fdu-florham,2221,42,7,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-11-05,2022,king's college (pa),247,misericordia,2969,14,0,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-11-05,2022,endicott college,452,salve regina,2776,42,10,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-11-05,2022,north carolina a&t,2448,norfolk state,2450,49,24,1,NaN,NaN,NaN,NaN,NaN,NaN,-23.5,53.5
2022-11-05,2022,charleston southern,2127,robert morris,2523,34,21,1,NaN,NaN,NaN,NaN,NaN,NaN,-17.5,45.5
2022-11-05,2022,western connecticut state,2843,fitchburg state,114,41,21,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-11-05,2022,worcester state college,402,westfield state,2909,18,28,0,NaN,NaN,NaN,NaN,NaN,NaN
2022-11-05,2022,bridgewater state,18,framingham state,2967,20,19,1,NaN,NaN,NaN,NaN,NaN,NaN
2022-11-05,2022,juniata,246,ursinus,2667,2,65,0,NaN,NaN,NaN,NaN,NaN,NaN
2022-11-05,2022,albright,2015,alvernia university,111674,14,21,0,NaN,NaN,NaN,NaN,NaN,NaN
2022-11-05,2022,charlotte,2429,western kentucky,98,7,59,0,NaN,NaN,NaN,NaN,NaN,NaN,14.5,16.5,72.5,71.0,550.0,-850.0
2022-11-05,2022,missouri,142,kentucky,96,17,21,0,NaN,NaN,NaN,NaN,NaN,NaN,-0.75,2.5,40.0,43.5,115.0,-135.0
